AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-3000,Law Enforcement Workers,minor,"66,370",0.3,17.95,22.75,29.42,38.32,48.46,"37,330","47,310","61,190","79,710","100,800",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-3010,"Bailiffs, Correctional Officers, and Jailers",broad,"53,380",0.3,16.41,18.51,23.04,30.28,37.91,"34,130","38,500","47,920","62,980","78,850",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-3011,Bailiffs,detailed,"52,340",0.8,13.25,17.99,23.23,30.36,37.66,"27,560","37,420","48,320","63,160","78,330",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-3012,Correctional Officers and Jailers,detailed,"53,420",0.3,16.64,18.55,23.04,30.26,38.14,"34,600","38,590","47,920","62,940","79,340",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-3020,Detectives and Criminal Investigators,broad,"90,370",0.2,23.1,29.62,40.21,51.22,70.59,"48,040","61,600","83,640","106,540","146,830",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-3021,Detectives and Criminal Investigators,detailed,"90,370",0.2,23.1,29.62,40.21,51.22,70.59,"48,040","61,600","83,640","106,540","146,830",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-3030,Fish and Game Wardens,broad,"58,190",0.3,15,22.72,29.2,34.39,37.66,"31,200","47,260","60,730","71,530","78,330",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-3031,Fish and Game Wardens,detailed,"58,190",0.3,15,22.72,29.2,34.39,37.66,"31,200","47,260","60,730","71,530","78,330",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-3040,Parking Enforcement Workers,broad,"46,050",0.9,13.96,16.61,22.4,28.3,31.32,"29,030","34,550","46,590","58,850","65,150",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-3041,Parking Enforcement Workers,detailed,"46,050",0.9,13.96,16.61,22.4,28.3,31.32,"29,030","34,550","46,590","58,850","65,150",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-3050,Police Officers,broad,"70,740",0.3,19.32,24.34,31.06,39.35,49.29,"40,190","50,630","64,610","81,850","102,530",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-3051,Police and Sheriff's Patrol Officers,detailed,"70,750",0.3,19.32,24.34,31.06,39.35,49.29,"40,190","50,630","64,610","81,850","102,530",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-3052,Transit and Railroad Police,detailed,"69,570",1.6,22.75,24.58,31.21,39.15,47.24,"47,310","51,130","64,930","81,430","98,250",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-9000,Other Protective Service Workers,minor,"36,280",0.4,11.02,13.8,15.17,19.01,24.63,"22,920","28,700","31,550","39,540","51,230",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-9010,Animal Control Workers,broad,"42,620",0.8,13.8,15.19,18.83,23.85,29.06,"28,690","31,590","39,160","49,600","60,450",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-9011,Animal Control Workers,detailed,"42,620",0.8,13.8,15.19,18.83,23.85,29.06,"28,690","31,590","39,160","49,600","60,450",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-9020,Private Detectives and Investigators,broad,"60,970",1.5,15.45,19.37,28.55,37.28,47.15,"32,130","40,290","59,380","77,540","98,070",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-9021,Private Detectives and Investigators,detailed,"60,970",1.5,15.45,19.37,28.55,37.28,47.15,"32,130","40,290","59,380","77,540","98,070",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-9030,Security Guards and Gambling Surveillance Officers,broad,"35,860",0.4,11.18,13.89,15.13,18.83,24.06,"23,260","28,890","31,470","39,170","50,040",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,"38,080",0.7,13.45,14.17,17.04,19.13,27.28,"27,970","29,470","35,450","39,790","56,730",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-9032,Security Guards,detailed,"35,830",0.4,11.18,13.89,15.13,18.83,24.06,"23,250","28,890","31,470","39,170","50,040",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-9090,Miscellaneous Protective Service Workers,broad,"35,450",0.6,10.6,12.8,15.11,19.7,24.02,"22,040","26,630","31,430","40,980","49,960",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-9091,Crossing Guards and Flaggers,detailed,"35,670",1,11.53,13.78,15.12,18.83,23.91,"23,990","28,660","31,450","39,160","49,720",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"27,320",1.3,9.22,10.65,12.32,14.34,17.57,"19,180","22,140","25,630","29,820","36,540",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-9093,Transportation Security Screeners,detailed,"46,380",0.2,18.91,19.98,21.86,23.73,26.86,"39,330","41,560","45,470","49,360","55,870",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-9094,School Bus Monitors,detailed,"30,220",0.6,9.9,11.97,13.99,16.55,18.85,"20,600","24,900","29,100","34,430","39,200",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,33-9099,"Protective Service Workers, All Other",detailed,"42,160",0.7,13.8,15,18.37,22.96,29.57,"28,690","31,190","38,210","47,760","61,510",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,"29,450",0.4,8.89,10.82,13.65,15.05,18.9,"18,480","22,500","28,400","31,300","39,320",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-1000,Supervisors of Food Preparation and Serving Workers,minor,"41,130",0.6,11.68,14.28,17.85,23.29,30.11,"24,290","29,690","37,130","48,450","62,620",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-1010,Supervisors of Food Preparation and Serving Workers,broad,"41,130",0.6,11.68,14.28,17.85,23.29,30.11,"24,290","29,690","37,130","48,450","62,620",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-1011,Chefs and Head Cooks,detailed,"56,920",1.8,14.86,18.81,24.11,31.41,40.66,"30,910","39,130","50,160","65,340","84,570",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"39,150",0.6,11.59,14.15,17.58,22.52,29.05,"24,100","29,430","36,570","46,840","60,410",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-2000,Cooks and Food Preparation Workers,minor,"29,380",0.4,9.5,11.27,13.99,15.93,18.42,"19,760","23,450","29,100","33,130","38,320",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-2010,Cooks,broad,"29,560",0.5,9.58,11.26,14,16.47,18.47,"19,930","23,420","29,120","34,260","38,430",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-2011,"Cooks, Fast Food",detailed,"25,490",0.6,8.68,10.39,11.63,14.19,15.11,"18,050","21,610","24,180","29,510","31,420",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-2012,"Cooks, Institution and Cafeteria",detailed,"31,520",0.4,10.65,11.78,14.38,17.67,21.14,"22,140","24,500","29,910","36,760","43,980",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-2013,"Cooks, Private Household",detailed,"43,260",12.3,13.95,14.5,20.63,24.65,26.01,"29,010","30,160","42,920","51,260","54,110",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-2014,"Cooks, Restaurant",detailed,"31,630",0.6,10.84,13.37,14.43,17.54,18.8,"22,550","27,810","30,010","36,480","39,090",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-2015,"Cooks, Short Order",detailed,"28,110",1.3,9.16,11,13.73,14.93,18.3,"19,050","22,880","28,560","31,050","38,060",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-2019,"Cooks, All Other",detailed,"33,390",1.6,10.72,13.16,14.77,17.92,22.73,"22,310","27,380","30,720","37,280","47,270",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-2020,Food Preparation Workers,broad,"28,810",0.5,9.39,11.31,13.84,15.07,18.3,"19,520","23,520","28,780","31,340","38,060",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-2021,Food Preparation Workers,detailed,"28,810",0.5,9.39,11.31,13.84,15.07,18.3,"19,520","23,520","28,780","31,340","38,060",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-3000,Food and Beverage Serving Workers,minor,"27,520",0.4,8.69,10.3,12.5,14.44,17.95,"18,080","21,420","26,000","30,040","37,330",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-3010,Bartenders,broad,"30,340",1,8.59,9.89,12.67,16.41,22.94,"17,870","20,560","26,350","34,120","47,710",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-3011,Bartenders,detailed,"30,340",1,8.59,9.89,12.67,16.41,22.94,"17,870","20,560","26,350","34,120","47,710",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-3020,Fast Food and Counter Workers,broad,"26,060",0.4,8.77,10.56,12.07,14.27,15.51,"18,230","21,970","25,100","29,680","32,250",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-3023,Fast Food and Counter Workers,detailed,"26,060",0.4,8.77,10.56,12.07,14.27,15.51,"18,230","21,970","25,100","29,680","32,250",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-3030,Waiters and Waitresses,broad,"29,010",0.7,8.58,9.63,12.5,14.83,22.07,"17,840","20,020","26,000","30,850","45,910",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-3031,Waiters and Waitresses,detailed,"29,010",0.7,8.58,9.63,12.5,14.83,22.07,"17,840","20,020","26,000","30,850","45,910",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-3040,"Food Servers, Nonrestaurant",broad,"29,500",0.6,10.07,11.52,13.81,15.23,18.49,"20,940","23,970","28,730","31,670","38,460",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-3041,"Food Servers, Nonrestaurant",detailed,"29,500",0.6,10.07,11.52,13.81,15.23,18.49,"20,940","23,970","28,730","31,670","38,460",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-9000,Other Food Preparation and Serving Related Workers,minor,"27,170",0.5,8.9,10.73,13.17,14.49,17.23,"18,510","22,320","27,400","30,140","35,830",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,broad,"27,690",1,8.86,10.69,13.06,14.56,17.94,"18,430","22,240","27,170","30,280","37,310",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"27,690",1,8.86,10.69,13.06,14.56,17.94,"18,430","22,240","27,170","30,280","37,310",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-9020,Dishwashers,broad,"27,350",0.5,9.23,11.02,13.52,14.5,16.76,"19,200","22,920","28,130","30,160","34,870",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-9021,Dishwashers,detailed,"27,350",0.5,9.23,11.02,13.52,14.5,16.76,"19,200","22,920","28,130","30,160","34,870",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad,"26,000",0.6,8.73,10.46,11.83,14.16,15.89,"18,160","21,750","24,600","29,450","33,050",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"26,000",0.6,8.73,10.46,11.83,14.16,15.89,"18,160","21,750","24,600","29,450","33,050",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-9090,Miscellaneous Food Preparation and Serving Related Workers,broad,"28,760",1.3,9.18,11.37,14,15.09,17.7,"19,100","23,660","29,120","31,390","36,820",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,"28,760",1.3,9.18,11.37,14,15.09,17.7,"19,100","23,660","29,120","31,390","36,820",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"33,750",0.2,10.9,13.07,14.54,18.19,23.06,"22,660","27,180","30,240","37,840","47,960",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,"48,620",0.4,14.39,17.67,22.42,28.69,36.25,"29,940","36,750","46,640","59,670","75,410",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,"48,620",0.4,14.39,17.67,22.42,28.69,36.25,"29,940","36,750","46,640","59,670","75,410",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"45,100",0.4,13.93,16.21,19.05,24.25,30.54,"28,980","33,710","39,630","50,440","63,530",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"53,270",0.7,16.63,18.69,23.46,29.9,37.93,"34,600","38,880","48,800","62,200","78,880",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-2000,Building Cleaning and Pest Control Workers,minor,"31,590",0.3,10.72,11.68,14.25,17.49,22.02,"22,290","24,300","29,640","36,380","45,800",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-2010,Building Cleaning Workers,broad,"31,310",0.3,10.71,11.62,14.2,17.37,21.82,"22,270","24,170","29,540","36,120","45,390",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"31,860",0.3,10.74,11.8,14.31,17.66,22.26,"22,340","24,550","29,760","36,730","46,300",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-2012,Maids and Housekeeping Cleaners,detailed,"29,580",0.3,10.49,11.29,13.84,14.89,18.45,"21,820","23,470","28,780","30,960","38,370",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-2019,"Building Cleaning Workers, All Other",detailed,"38,530",3.1,11.12,13.71,16.51,21.93,28.49,"23,130","28,510","34,350","45,610","59,250",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-2020,Pest Control Workers,broad,"40,640",0.8,13.76,14.67,18.05,22.45,28.2,"28,620","30,520","37,540","46,700","58,660",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-2021,Pest Control Workers,detailed,"40,640",0.8,13.76,14.67,18.05,22.45,28.2,"28,620","30,520","37,540","46,700","58,660",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-3000,Grounds Maintenance Workers,minor,"35,960",0.3,11.68,14.17,17.05,18.48,23.18,"24,300","29,470","35,460","38,450","48,200",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-3010,Grounds Maintenance Workers,broad,"35,960",0.3,11.68,14.17,17.05,18.48,23.18,"24,300","29,470","35,460","38,450","48,200",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-3011,Landscaping and Groundskeeping Workers,detailed,"35,240",0.3,11.62,14.12,16.55,18.32,22.9,"24,170","29,360","34,430","38,100","47,630",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"40,500",1,13.86,16.15,18.4,22.23,25.81,"28,820","33,580","38,270","46,240","53,690",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-3013,Tree Trimmers and Pruners,detailed,"47,450",1.2,14.51,18.32,22.58,27.96,30.87,"30,180","38,110","46,970","58,160","64,210",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,37-3019,"Grounds Maintenance Workers, All Other",detailed,"39,120",1.6,13.33,14.5,17.57,22.02,29.24,"27,720","30,150","36,540","45,810","60,820",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,"33,620",0.5,9.52,11.33,14.16,18.05,23.76,"19,810","23,560","29,450","37,540","49,410",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-1000,Supervisors of Personal Care and Service Workers,minor,"46,950",0.6,13.86,16.5,21.67,28.04,35.02,"28,820","34,330","45,070","58,330","72,840",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-1010,First-Line Supervisors of Entertainment and Recreation Workers,broad,"48,370",0.6,13.86,16.96,22.62,29.04,36.39,"28,830","35,270","47,040","60,400","75,680",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-1013,First-Line Supervisors of Gambling Services Workers,detailed,"52,590",0.8,14.39,18.73,23.63,29.63,36.39,"29,920","38,960","49,140","61,640","75,680",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,"47,130",0.6,13.71,15.17,21.57,28.2,36.35,"28,520","31,560","44,870","58,650","75,610",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-1020,First-Line Supervisors of Personal Service Workers,broad,"45,730",0.9,13.8,16.21,19.42,24.45,31.51,"28,700","33,710","40,390","50,860","65,540",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-1022,First-Line Supervisors of Personal Service Workers,detailed,"45,730",0.9,13.8,16.21,19.42,24.45,31.51,"28,700","33,710","40,390","50,860","65,540",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-2000,Animal Care and Service Workers,minor,"30,100",0.5,10.33,11.18,13.81,16.01,20.1,"21,480","23,260","28,730","33,300","41,820",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-2010,Animal Trainers,broad,"38,230",2.8,11.13,13.51,15.04,21.46,28.26,"23,160","28,110","31,280","44,630","58,790",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-2011,Animal Trainers,detailed,"38,230",2.8,11.13,13.51,15.04,21.46,28.26,"23,160","28,110","31,280","44,630","58,790",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-2020,Animal Caretakers,broad,"29,520",0.5,10.28,11.13,13.75,14.96,18.63,"21,380","23,160","28,600","31,130","38,750",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-2021,Animal Caretakers,detailed,"29,520",0.5,10.28,11.13,13.75,14.96,18.63,"21,380","23,160","28,600","31,130","38,750",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3000,Entertainment Attendants and Related Workers,minor,"27,170",0.6,8.66,10.3,12,14.31,17.74,"18,010","21,420","24,960","29,760","36,890",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3010,Gambling Services Workers,broad,"29,340",1.3,8.62,9.1,12.32,14.58,22.53,"17,930","18,930","25,630","30,320","46,860",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3011,Gambling Dealers,detailed,"28,960",1.6,8.53,8.94,12,14.42,22.98,"17,740","18,600","24,960","29,990","47,810",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3012,Gambling and Sports Book Writers and Runners,detailed,"29,110",2.3,9.25,11.02,13.24,15.88,18.45,"19,230","22,910","27,530","33,020","38,380",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3019,"Gambling Service Workers, All Other",detailed,"31,790",1.7,10.26,11.09,13.94,17.07,22.24,"21,340","23,080","28,990","35,510","46,260",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3020,Motion Picture Projectionists,broad,"32,970",2.6,10.72,12,14.11,18.01,22.78,"22,290","24,960","29,350","37,450","47,390",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3021,Motion Picture Projectionists,detailed,"32,970",2.6,10.72,12,14.11,18.01,22.78,"22,290","24,960","29,350","37,450","47,390",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,"26,390",1.2,8.65,9.93,11.75,14.31,17.56,"17,990","20,650","24,440","29,750","36,530",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"26,390",1.2,8.65,9.93,11.75,14.31,17.56,"17,990","20,650","24,440","29,750","36,530",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,"26,650",0.5,8.69,10.48,11.93,14.25,17.21,"18,080","21,800","24,800","29,640","35,810",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3091,Amusement and Recreation Attendants,detailed,"26,110",0.4,8.67,10.43,11.78,14.17,16.91,"18,030","21,700","24,500","29,480","35,170",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3092,Costume Attendants,detailed,"54,590",4.5,12.96,15.09,23,36.99,39.77,"26,950","31,380","47,850","76,940","82,710",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,"30,220",1.4,9.24,11.17,13.74,16.01,20.27,"19,210","23,220","28,570","33,300","42,160",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,"29,680",3.6,8.36,9.92,11.62,14.7,22.42,"17,390","20,630","24,170","30,570","46,630",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4000,Funeral Service Workers,minor,"42,800",0.9,11.23,13.84,17.54,23.51,35.38,"23,350","28,780","36,490","48,890","73,580",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4010,Embalmers and Crematory Operators,broad,"47,350",1.8,13.94,17.16,21.62,26.97,36.22,"29,000","35,690","44,960","56,090","75,340",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4011,Embalmers,detailed,"51,210",2.1,13.94,17.97,22.97,29.42,37.6,"29,000","37,380","47,780","61,200","78,210",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4012,Crematory Operators,detailed,"39,660",1.5,13.9,15.23,18.03,21.28,24.42,"28,910","31,690","37,490","44,270","50,790",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4020,Funeral Attendants,broad,"31,630",1.1,10.75,11.78,14.05,17.23,21.95,"22,350","24,490","29,230","35,840","45,660",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4021,Funeral Attendants,detailed,"31,630",1.1,10.75,11.78,14.05,17.23,21.95,"22,350","24,490","29,230","35,840","45,660",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4030,"Morticians, Undertakers, and Funeral Arrangers",broad,"56,360",1.2,14.25,18.21,23.53,30.68,40.17,"29,640","37,880","48,950","63,820","83,550",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,"56,360",1.2,14.25,18.21,23.53,30.68,40.17,"29,640","37,880","48,950","63,820","83,550",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5000,Personal Appearance Workers,minor,"35,350",1.2,10.3,12.01,14.22,18.22,26.95,"21,420","24,980","29,590","37,890","56,050",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,"35,980",1.3,10.06,11.56,14.27,18.71,28.36,"20,920","24,040","29,680","38,910","58,990",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5011,Barbers,detailed,"35,700",3.2,10.79,12.65,14.41,21.51,25.6,"22,430","26,300","29,970","44,730","53,260",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"35,990",1.3,10.03,11.52,14.26,18.65,28.4,"20,860","23,960","29,670","38,790","59,070",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5090,Miscellaneous Personal Appearance Workers,broad,"34,310",1.9,10.72,12.96,14.16,17.74,23.04,"22,290","26,960","29,450","36,900","47,920",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5091,"Makeup Artists, Theatrical and Performance",detailed,"124,380",12.2,18.31,37.91,64.78,79.12,82.77,"38,070","78,850","134,750","164,560","172,150",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5092,Manicurists and Pedicurists,detailed,"30,480",1,10.72,12.7,14.05,14.95,18.67,"22,290","26,420","29,210","31,100","38,820",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5093,Shampooers,detailed,"25,160",2.6,9,10.61,11.75,13.88,14.62,"18,720","22,070","24,440","28,860","30,420",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-5094,Skincare Specialists,detailed,"41,700",2.4,11.1,14.06,17.93,22.83,31.58,"23,100","29,240","37,300","47,490","65,680",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-6000,"Baggage Porters, Bellhops, and Concierges",minor,"34,680",2,10.89,13.57,14.77,18.42,23.85,"22,660","28,220","30,720","38,320","49,620",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-6010,"Baggage Porters, Bellhops, and Concierges",broad,"34,680",2,10.89,13.57,14.77,18.42,23.85,"22,660","28,220","30,720","38,320","49,620",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-6011,Baggage Porters and Bellhops,detailed,"30,040",2.5,8.9,11.21,14,16.73,18.77,"18,520","23,320","29,120","34,790","39,040",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-6012,Concierges,detailed,"37,520",2.2,12.03,14.26,16.93,21.67,27.76,"25,030","29,660","35,210","45,070","57,750",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-7000,Tour and Travel Guides,minor,"33,200",1.7,10.07,11.68,14.32,18.11,22.98,"20,950","24,300","29,780","37,670","47,800",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-7010,Tour and Travel Guides,broad,"33,200",1.7,10.07,11.68,14.32,18.11,22.98,"20,950","24,300","29,780","37,670","47,800",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-7010,Tour and Travel Guides,detailed,"33,200",1.7,10.07,11.68,14.32,18.11,22.98,"20,950","24,300","29,780","37,670","47,800",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-9000,Other Personal Care and Service Workers,minor,"33,260",0.5,9.93,11.4,14.2,17.99,23.39,"20,650","23,710","29,540","37,430","48,640",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-9010,Childcare Workers,broad,"27,680",0.5,8.91,10.88,13.22,14.47,17.99,"18,540","22,640","27,490","30,100","37,430",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-9011,Childcare Workers,detailed,"27,680",0.5,8.91,10.88,13.22,14.47,17.99,"18,540","22,640","27,490","30,100","37,430",,
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,39-9030,Recreation and Fitness Workers,broad,"38,340",0.7,10.72,13.17,14.87,22.55,29.33,"22,290","27,390","30,930","46,910","61,000",,
